lang,dur
Loraming,2537.37796
Lotha,1692.995919
Loven,1614.524082
Love,718.733061
Low,2890.2661230000003
Lo,849.449796
Loyembe,1596.813061
Luang,7520.679183
Lubila,3271.888979999999
Luchazi,8996.649792999999
Lucigga,1295.281632
Ludama,894.7722449999999
Lufu,2794.0571430000005
LuGaanda,32038.89632100001
Lu,1423.490613
Lugbara,8971.990207
Lughulu,2247.88898
Lugisu,1818.723266
Luhya,5724.630206000001
Luidakho-Luisukha-Lutirichi,3496.96
Luimbi,935.418776
Lukonjo,471.45796
Lukshi,1648.1175509999998
Lumun,2104.2677559999997
Luna,4396.1991849999995
Lunda,22233.469389
Lundaye,16751.098774000002
Lun,5781.028574
Lunga,15051.833470000012
Lungendi,989.648979
Lunyule,1384.2024490000001
Luritja,1353.534693
Lushai,24516.70204199999
Lusoga,31431.235916999995
Lutachoni,22919.00081300001
Luunda,2609.371429
Luvale,28558.994283999986
Luyia,51368.85549999998
Luz,834.089796
lwaa,14375.810614
Lwena-Luvale,353.854694
Lyele,2150.870204
Lyngngam,6041.495513
Maan,21095.706121999992
Maanyan,19545.182040999996
Maasai,795.297959
Maa,381.44
Mabaan,34758.896324
Mabas,988.577959
Maba,7264.182855999999
Mabinza,729.678367
Mabu,2002.4424490000001
Maca,1302.517551
Machame,1883.7942840000003
Macuna,4794.14857
Mada,10976.809792000004
Madak,2124.5126510000005
Madi,11459.056325999996
Madihadeni,2173.622859
Madik,1700.649796
Madwadi,5803.9379610000005
Mafa,11105.593469999996
Magar,26074.932244000003
Magkonana,1069.97551
Magleri,1870.3934689999996
Maguindanao,2504.9861220000003
Magyar,20114.520815000003
Mahali,2249.822041
Mahanto,1699.056326
Mahar,849.998368
Mahg,3791.1510200000002
Mahi,3555.108572
Mahou,9236.480005000001
Mahsudi,1759.634286
Maiadomu,49954.97795699997
Maiali,403.043265
Mai,12407.510205
Mailu,7926.987756
Mairasih,1743.621224
Maisin,2238.119183
Maivara,892.055511
Maiwala,2426.56653
Maiwa,1572.205715
Maja,1796.7020400000001
Majhi,23926.64816399999
Makaa,2525.361629
Maka,3142.6873460000006
Makah,2017.802449
Makaleo,785.319183
Makasae,1835.7812250000002
Makassai,3361.5151020000003
Makassar,14290.625304999994
Mak,1568.3134699999998
Makerupu,8418.847346
Makhuwa-Meetto,23893.080815999983
Makonde,25695.973877999986
Makong,909.0873470000001
Makua,2544.039185
Makushi,9758.380412999999
Makwe,3389.3877529999995
Malagasy,111477.81223600007
Malakhel,390.034286
Malakula,1727.3991839999999
Malango,4685.688160999999
Malayalam,5213.648978
Malay,135988.55837399996
Malayic,9822.850613999999
Male,33359.203260999995
Maleng,2505.691429
Maleu,3936.5485710000007
Malgwa,17606.582855999994
Mali,2827.5722450000003
Malinke,3646.093062
Malo,20925.910203000003
Mal,6447.804082
Malshawm,1713.6587749999999
Maltese,4307.983673
Malto,5563.428573999999
Malvi,12961.802454000004
Mamanwa,2013.0220410000002
Mamasa,12148.297139999999
Mama,3160.032653
Mambae,2068.6106090000003
Mambai,5596.290612
Mambay,1676.068571
Mambila,4191.712654000001
Mambwe,636.7869390000001
Mam,12062.432651000001
Mamhoaf,5500.865306
Mampruli,16617.769793999996
Mamuju,3344.457144
Managalas,3343.568979
Manam,9502.171426999997
Manambu,9410.847346
Manchinere,7427.030204000001
Mandari,4095.5559150000004
Mandar,6990.210611999997
Mandaya,893.283266
Mandera,1667.787756
Mandiali,3183.098775
Mandinka,13523.670214000007
Mandja,848.5616319999999
Maneta,2999.275102
Mangarayi,3754.1355089999993
Mangar,3052.0424469999994
Mangas,5380.3885709999995
Mangbetu,1814.491429
Mangbutu,9820.969795
Mangseng,2338.2987770000004
Maninkakan,23742.406532
Maninka,2138.644898
Manis,3945.012245
Manjaco,20763.637552000004
Mankayn,2641.5542870000004
Manmit,2427.08898
Mannan,1612.094693
Manobo,17223.418777000003
Mansaka,821.707755
Mansoanca,1831.079184
Manubara,2096.4310210000003
Manuhing,3240.54204
Manusella,1709.8971430000001
Manya,21259.389389000004
Mao,2707.278371
Maonan,3282.102857
Maori,3369.7697939999994
Maphod,2730.370611
Mapia,3112.4114269999995
Maprik,10130.390200999998
Mapudungun,12133.825309
Maraka,2483.278367
Mara,2250.3444900000004
Maranao,3875.1346940000003
Maranse,3571.931428
Mararit,3512.7640810000003
Maratus,12740.231832000005
Marau,854.177959
Mare,1732.70204
Marghi,5294.628572
Maria,29314.533877999995
Mariko,397.061225
Marind,2495.425306
Maringe,1805.0873470000001
Mari,2110.066938
Markweeta,2514.2595929999998
Marma,27952.509385999998
Maropa,2045.6751009999998
Marovo,4528.431018
Marquesan,5268.4016329999995
Martu,32665.73060699999
Marubo,9753.260408000002
Marwari,19447.771426000007
Marwat,1708.460409
Masaaba,1729.097144
Masam,4145.502040999999
Masana,3876.963266
Mashi,6152.01959
Maskelynes,1932.434286
Massalit,2444.69551
Massana,5715.226123
Massangou,2088.933878
Mastanawa,9571.552655
Mataita,888.42449
Matal,4931.134696000001
Mataru,894.432653
Mat,6573.0089800000005
Mathura,1768.515918
Matigsalug,1303.4840829999998
Matis,4708.780407000002
Matlatzinca,1401.91347
Matses,7161.495510999997
Matsungan,6434.742857000005
Matumbi,37160.045709
Mauchi,5535.137959
Maung,1343.9477550000001
Mauta,3548.447347
Mauwake,2206.4848930000003
Maviler,789.524898
Mawa,1611.337143
Ma,780.695511
Maw,394.657959
Maxakali,3486.981227
Maya,11799.66694
Mayau,2828.1208159999996
Mazahua,9484.982857000003
Mazateco,37048.555104000035
Mazatec,5208.424486999999
Mbati,1158.4261230000002
Mbato,1252.754285
Mbat,2124.826122
Mbaye,8561.502043
Mbelime,7111.366532
Mbembe,13950.824491999996
Mbere,1882.566528
Mbeti,1344.705306
Mbe,2465.0187750000005
Mbinga,797.910204
Mbochi,689.0840820000001
Mboi,6194.7820409999995
Mboko,1856.313469
Mbomboh,2264.528979
Mbonge,416.600816
Mbore,4890.25306
Mboum,1676.303674
Mbo,795.219592
Mbula,2133.629387
Mbulungish,1692.5257139999999
Mbulu,1662.850612
Mbum-Ngongue,2933.760002
Mbum,6053.616328
Mbunda,3457.5934700000003
Mbundu,1595.7159189999998
Mbwol,886.465306
Mbya,38698.47510100003
Meaun,346.56653
mebengokre,43921.55428399997
Meche,5907.774695999999
Medlpa,8309.028572
Meen,18754.481639999995
Mefele,1544.202449
Megam,3514.2008189999997
Mehim,7633.528165000001
Mehinaku,4841.508569999998
Mejimba,3516.342857
Melahui,2838.177962
Melamela,800.7053060000001
Melaripi,2097.763264
Melayu,109244.26448699983
Mele-Fila,5758.615512000001
Melokwo,2616.241632
Memba,9065.795918
Mende,89184.20897999995
Mendi,4248.137143
Menemo,834.9779599999999
Mengaka,3381.1069390000002
Mengisa,2833.6065319999993
Menik,2930.2595920000003
Mentawai,4132.02286
Mentuka,2789.459592
Menya,3064.032656
Menyumbung,3909.355102
Mephaa,24912.901222000004
Merelava,9767.392650999996
Merniyang,898.403266
Mesaka,5133.087347000001
Mesakiin,2534.974697
Mesawa,3052.2253059999994
Mesengo,1878.125714
Mesme,9347.526532999998
Mesqan,1900.69551
Mesquakie,3511.536327
Metatamae,6181.590205999999
Metlatonoc,27002.488168999993
Mewadi,6888.437551
Me-Wuk,1653.786122
Meyah,14505.665305999999
Meyambre,5027.839998
Mfe,1742.027755
Mfumte,2718.746123
Mgira,3056.4832639999995
Mianka,8533.916733
Mianmin,4100.310206
Miao,77174.98776499998
Mid,1732.832653
Miere,912.404898
Migaama,798.354287
Migili,3212.512653
Migmaq,823.066122
Miju,10918.086532999996
Mimika,6645.916735000001
Minangkabau,2246.3477550000002
Minavega,3350.9355100000002
Mina,696.4506120000001
Mindri,2105.652244
Mingrelian,1293.453061
Miniafia,1778.364082
Minjia,3208.9600000000005
Miqie,2866.782041
Mirana,780.1208160000001
Mirgan,846.994286
Miri,899.9967340000001
Miriwung,1547.3893869999997
Misak,28965.720815999994
Mishing,1741.4008159999998
Miship,5350.008161999999
Mishmi,1084.029388
Misima-Panaeati,24637.17877300001
Miskito,5985.854695
Missong,1744.9012260000002
Mitsogo,7232.679186
Mixe,27963.559186000017
Mixtec,96509.64898200014
Mixteco,179174.71348800004
Miya,2824.280815
Mizo,35819.93796
Mmen,3119.4122429999993
Mmugut,3625.9004070000005
Mnong,7678.432654
Moba,11593.064491999998
Mobeur,826.749388
Mobou,1774.4718370000003
Mocovie,4841.325713000001
Modang,2481.867758
Moda,1322.605714
Modoc,3377.293063
Mofan,1593.5738780000001
Mofu-Gudur,765.936327
Mofu,1967.281633
Moghamo,4073.456326000001
Mogiala,5145.730611999999
Mogofin,2276.832654
Mohave,3041.358367
Moi,6552.241631000002
Moire,5822.2236729999995
mojukru,6356.297144
Mokpwe,3436.48653
Molbog,2643.0693879999994
Moldoveneste,2606.0016319999995
Molima,899.604898
Moli,5143.066121999999
Moma,3772.133877
Mombesa,3537.2146940000002
Mongbandi,1147.350204
Monghsa,12780.956736
Mong,3026.9910189999996
Mongo-Nkundu,1606.347755
Mon,6816.653062
Moni,7536.352653999999
Monjombo,1288.0718349999997
Monkole,6269.204899
Mono,3643.5069389999994
Monogoye,5611.676732000001
Monpa,29614.15836600001
Monsang,829.6489799999999
Monshang,852.114286
Montagnais,848.979592
Mooi,3204.702041
Moopan,800.548571
Moore,42252.878377
More,5872.483268
Moresi,753.50204
Mori,13207.013871999998
Morigi,3299.4742880000003
morisyin,3317.7077550000004
Moroccan,3059.199999
Morokodo,4087.614696
Moro,9303.902042
Moronene,4414.850612
Morraid,1484.068571
Morta,975.2555110000001
Mortlockese,923.84653
Moru,11357.753467000002
Mosemah,747.885714
Moseten,4803.8922459999985
Mosuo,4375.170614
Mota,5335.431837
Motilon,889.8089799999999
Motozintleco,1738.710204
Motu,10972.159998000003
Motuna,4953.7828580000005
Mouana,1168.457143
Moufou,2928.718367
Moulgi,2165.420408
Moundang,5314.742859000001
Moundeng,2331.219592
Mountain,3710.7722440000002
Mouro,2055.5232650000003
Moussey,4789.263674
Movima,22565.903675000012
Mpama,3267.448164
Mpenge,411.480816
Mpur,844.486531
Mro-Khimi,3494.0081620000005
Mrucha,22119.86285900001
Mualang,7857.266939
Muara,4076.0424460000004
Mu,4014.08
Mudburra,1746.7820410000002
Muduga,3581.936326
Mudugan,758.674286
Mudu,2524.8391820000006
Mufian,5770.135511
Mugali,6496.208982000004
Muhiang,6883.134693
Muinane,2466.742858
Muisca,628.427755
Mulao,6391.666937000002
Mullu,5815.9020390000005
Mumuye,11567.621223
Mum,1737.377959
Muna,24182.491428
Mundang,3965.5183680000005
Mundani,9160.724895000003
Mundari,23960.111018999996
Munda,877.923265
Mundu,9172.976324
Mungaka,2169.9395919999997
Munji,355.030204
Munsee,2181.172246
Muntak,2422.1257140000002
Muong,840.071837
Muria,2643.461224
Murik,1506.507755
Murle,27195.062857000004
Murrinh-Patha,32559.516730000003
Mursi,5423.960816
Murung,24407.797547999995
Murut,11794.128979000001
Musgum,19060.009792
Mushere,842.866938
Musian,2483.0432650000002
Musi,2332.3167339999995
Muthuvan,3290.906123
Mutu,4431.229386
Muyengue,3414.1257140000007
Mvskoke,3193.2865300000003
Mwaghavul,4129.750204
Mwatebu,424.620408
Mwona,2932.140409
Mwotlap,3666.6253060000004
Myacherver,853.942857
Myanmar,53702.06041499999
Naahai,1120.156735
Naami,5758.563264000001
Naanghatien,1770.370612
Naapa,5676.6955100000005
Naayeri,1791.4514279999999
Nabi,2006.4130620000003
Nadeb,8832.679185000003
Nadroga,843.598367
Nafaanra,5212.290612
Nafe,5111.849796999999
Naga,150513.39754100013
Nagamese,10048.026122999998
Nagatiman,3294.2759180000003
Nagovisi,1328.7183679999998
Nahali,860.264489
Nahuat,7574.700406000001
Nahuatl,75206.26940200005
Naikan,1728.7575510000001
Nakanai,3409.293061
Naka,1294.132245
Nakʰoda,3663.8040819999997
Nalca,8765.204902000001
Nalik,1230.994286
Nalu,3992.137144
Namakura,3335.2620410000004
Nama,3634.3902020000005
Nambikuara,6766.28898
Nambikwara,5417.952654000002
Nambo,2836.480002
Nambutket,1704.803265
Namia,7249.763266999999
Nancere,5372.1861229999995
Nandeva,17951.111840000005
Nandi,11636.584491
Nandu,6792.724898
nanj,8257.724081
Nanti,2981.53796
Nao,816.378776
Napo,10799.568979999998
Napoletano-Calabrese,2419.6179589999997
Naqxi,10938.305304999998
Narak,4595.017143
Narango,1668.1534689999999
Nare,2814.9551039999997
Narikuruvar,9164.173061000003
Naro,35696.27429600001
Naroji,437.60326599999996
Narwizi,405.133061
Nasavi,2547.9836719999994
Nasa,12969.064490000004
Nase,3551.634286
Nasioi,54949.38122099997
Nateni,14228.976327
Natimba,1669.564082
Natioro,5776.535513
Natugu,2480.796735
Natuoro,4511.529797
Natwr,6151.314282000001
Nauete,1978.5142849999997
Naulu,13708.512653
na,5739.859591999998
Nawdm,6046.066938
Nawuri,9440.261223
Naxi,5974.334691
Nchane,2277.459593
Nchumbulu,2928.065305
Ndali,770.246531
Ndam,1982.066939
Ndaua,2003.696326
Ndee,9611.023674000002
Ndengese,1863.418775
Nde,1727.947755
Ndien-Ni,4917.629385
Ndoe,4402.024488999999
Ndogo,538.749388
Ndoni,2695.836735
Ndoola,6508.512654000002
Ndop,842.710205
Ndrenet,2550.674286
Ndrukul,389.32898
Nduga,5676.434286
Ndut,2475.572245
Nederlands,8308.584491
Neethakani,6037.289798000001
Neiouleiene,2465.227755
Nemadi,1586.1812249999998
Nepali,19506.886528999992
Newari,30298.932246
Neyo,1183.2946940000002
Ngaanyatjarra,49826.61224800001
Ngaja,881.214693
Nga,28436.323264
Ngaju,24235.049795
Ngala,3611.010614
Ngalum,8477.727346999996
Ngamambo,3471.3599999999997
Ngamawa,2554.644897
Ngambai,16297.743673999998
Ngam,2375.4448979999997
Ngandi,1722.2269379999998
Ngangam,10307.813874999998
Ngang,1547.6506140000001
Ngarinyin,1760.078368
Ngas,5075.748572
Ngaturkwana,60542.35428900002
Ngbaka,4653.557552
Ngbo,1183.869388
Ngemba,1304.52898
Nggem,31430.08653199998
Nghe,4896.496327000001
Ngiba,3628.225308
Ngie,632.920816
Ngizimawa,1680.95347
Ngmalba,2067.853061
NGOM,2197.00245
Ngombe,36932.963263000005
Ngonde,27924.558367000012
Nguon,1612.90449
Ngwaba,2567.497143
Ngwaw,816.195918
Nhengatu,29757.648983000006
Nhiuhu,3558.452244
Nias,21388.747756999986
Nicobarese,9479.026940000002
Nieuwa,3674.435919
Niitsitapi,1694.693878
Niksek,6245.773061
Nikyob-Nindem,9960.986125000001
Nila,827.872653
Nimadi,8993.828568
Nimboran,2603.859592
NiMiiPuu,3352.032653
Nimo,1213.074286
Ningerum,3105.750201000001
Ningil,3468.48653
Ninikani,884.636735
Ninimb,1276.36898
Ninisi,1755.715919
Ninzam,3531.1281640000007
Nipsan,4452.38857
Nisa,1254.164898
Nisgaa,2656.078367
Niue,829.4661229999999
Nivacle,8555.258773
Niverver,3566.0538779999997
Nizm,3405.008979
Njai,2111.399183
Njen,2488.137143
Njwande,7292.969799
Nkim,3010.246531
Nkonya,8226.507754999999
Nkoroo,1635.6832650000001
Nkot,2212.806531
Nkoya,2919.444896
Nkumbi,788.68898
Nkum,2941.701225
Nkwen,2812.839183
Nleʔkepmxcin,2456.058775
Nnam,3301.511837
Nobonob,5946.80163
Nohng,1224.254694
Nokuku,1790.7983680000002
Nolobuna,2628.101225
Nomaande,5564.9436719999985
Nomane,2235.4546960000002
Nomatsiguenga,9754.383671
Nonda,8822.804899000002
Nong,6654.850611
Noni,7243.885712
Noon,2643.330612
Norman,2982.426121000001
Northern,4820.297141
Norwegian,6683.297961
Nosu,3139.9706119999996
Notsi,1809.5020399999999
Notu,2144.0261219999998
Noumou,1122.66449
Novah,889.652245
Nselle,2636.591021
Ntandroy,59449.41714400001
Ntaxjo,2152.751022
Ntcham,15285.577145000003
Nteng,804.702041
Ntrubo,6746.827754999999
Ntumu,1760.600817
Nuer,13442.142041
Nukarimai,2664.8032679999997
Nukumanu,902.138775
Nuku,3535.3599999999997
Numana,7886.680816
Nume,5590.935511
Numu,3455.55592
Nungu,5110.177962000001
Nuni,26085.198364000007
Nupbikha,4651.807348000001
Nupe-Nupe-Tako,4763.167346
Nusu,3210.370613
Nuucaan̓ul,3478.569795000001
Nuxalk,1020.2644899999999
nʉmʉ,1690.200816
Nyabwa,3587.970613
Nyaheun,3195.2718359999994
Nya,2627.134694
Nyakyusa-Ngonde,1354.292245
Nyakyusa,5457.998368
Nyam,7100.31673
Nyamosa,1388.617143
Nyaneka,2838.230204
Nyangatom,2863.0465320000003
Nyangbo,2629.8775509999996
Nyangumarta,4524.1469369999995
Nyankpa,6307.89224
Nyar,5947.010611
Nyaw,1303.6930619999998
Nyemba,2070.204083
Nyeshangte,811.546123
Nyiha,2282.710205
Nyikina,1480.1763279999998
Nyilamba,21329.91999900001
Nyimang,2293.133062
Nyindu,2703.751837
Nyishi,38854.191019
Nyole,2611.2522460000005
Nyongnepa,5913.600001
Nyoongar,18604.303675
Nyungwe,3492.022861
Nzakara,445.884082
Nzare,2584.3461230000003
Nzema,10801.815512000001
Nzera,2529.880816
Obanliku,8250.879998999999
Obokuitai,15470.680816
Obolo,1794.089796
Obo,10227.461226
obule,1720.8946939999998
Odia,12432.169796
Odkhi,1985.90694
Odual,2133.733878
Ofutop,886.282449
Oganibi,1395.6179590000002
Ogba,3387.5591839999997
Ogbia,1683.722449
Ogbogolo,1805.87102
Ogoni,2528.339592
Ohendo,39831.01387599999
Oi,1893.0416320000002
Oirata,2787.395920000001
Ojiteco,809.3518369999999
Okam,3701.1069409999996
Okiek,19715.369797999996
Okim,3147.2065300000004
Oko,881.867755
Okpe,2117.773062
Oksapmin,3807.399183
Oku,6029.426937000003
Olko,1517.609796
ol,89040.561632
Olo,10653.857959
Olubo,6669.505308000001
Oludhimba,13131.833473
Oluhumbi,16126.145303
Olukuvale,13324.538773999999
Olukwandu,16597.002446
Olulumo-Ikom,426.370612
Olumarachi,31838.066940000004
Oluwanga,20500.741225999995
Omaa,1008.3526529999999
Omaeqnomenew,3404.6955099999996
Omaha,2112.5485719999997
Omie,2888.333062
Omyene,1905.266938
One,3166.746124
Onin,816.117551
Oniyan,1583.8563259999999
Onjob,695.170612
Onkutshu,8385.750208
Onobasulu,2976.130613
Onotaʔkekaʔ,2715.7420410000004
Onotowaka,2779.297959
Ontenu,3550.6677550000004
Onʌyotaʔa,1682.4424480000002
Oodham,5625.338775
Ootham,7730.128978000002
Opameri,1663.921633
Orang,2287.9869379999996
Orau,16015.673469
Oring,760.241633
Oriya,7358.249798000001
Orma,135409.73716000008
Ormori,352.52244900000005
Ormu,1202.755918
Oroha,224.287347
Orokaiva,5057.802449
Oroko,8953.338774
Orokolo,4396.669387000001
Oromo,42224.43102000001
Oron,2140.5257149999998
Oroqen,1388.3297969999999
Orya,5689.208164
Oshiwambo,5050.383671
Osing,2787.291428
Osongomeno,1608.6987759999997
Ososo,1679.203266
Ossato,2015.4514300000005
Ota,342.93551
Ot,10788.466942999996
Otetela,48241.919999999984
Otjiherero,33797.355096999985
Otomi,19416.790207
Otoro,7139.29143
Otuho,8704.574696
Ouatchi,21097.116734999992
Ouindji-Ouindji,1233.81551
Owa,11171.787757000004
Owiniga,1175.04
Oyan,382.90285700000004
Oyda,1227.964082
Oy,3244.617142
Ozha,1708.773878
Paama,3346.2857140000006
Paasaal,10078.824488999999
Paawa,3231.0595919999996
Pacoh,1151.8955099999998
Padoe,1829.720816
Pa,9966.733059999999
Paharia,4799.503673000001
Pahari,24050.259595999996
Pahari-Potwari,10499.160816
Pahi,3514.174693
Paibuna,796.8391839999999
Paici,13123.474286000008
Pai,8292.728166
Paijiao,3493.9820400000003
Painka,3056.666120000001
Paipai,3514.409794
Paiter,50708.32327299999
Paiute,781.2179590000001
Paiwan,2925.6359190000003
Pajadinca,2286.0538799999995
Pakistani,2550.30857
Pak,744.5420409999999
Palaung,14319.673467
Palau,407.144489
Palawano,7707.637548000001
Palenquero,20982.726523000005
Palikur,911.67347
Palimi,2196.297145
Paliyan,5788.499593999999
Paloor,1743.046531
Palula,2063.3077560000006
Pame,6771.4612240000015
Pamona,6522.4881639999985
Pana,8970.814690000001
Panaeate,2605.609795
Panasuan,2593.0449000000003
Panawa,5354.997550000001
Panchpargania,3240.071836
Pandu,2709.315918
Pangal,2845.3093870000002
Pangasinan,1368.97306
Panginey,12216.267749999999
Pangin,2724.7542859999994
Pangkhu,8460.747753999998
Pangu,3092.323265
Pangwali,14922.292240999994
Pania,816.483266
Panikah,831.137959
Paniyar,4947.983675
Panjabi,37742.52408299999
Pannei,4377.469388
Pano,3008.966528999999
Pao,8382.589387999999
Papel,13711.28163099999
Papiamentu,6764.826124000002
Papuma,3180.068572
Parachi,699.689795
Paradhi,1661.75347
Parakana,1691.376327
Paraujano,1336.581225
Pardhan,3573.3159180000002
Parego,2678.909388
Pari,4475.428572
Parkari,11017.926529
Parkwa,5455.516734999999
Paruni,359.079184
Pashai,375.092245
Pashayi,1164.225306
Pashto,7423.216324000003
Pashtu,8101.773063999997
Patamona,2120.463672
Patpatar,3374.889799999999
Pattae,2925.7926520000005
Pattegar,819.905306
Pauaia,1738.8146940000001
Paumari,7906.194285000001
Paya,441.15591800000004
Payomkawichum,271.751837
Peere,5547.520003
Pefiyahe,5295.203262
Pekurehua,3549.5444929999994
Pele-Ata,1673.0644900000002
Penan,1808.378776
Penchal,799.738776
Pendau,2884.8848959999996
Pengo,5804.35592
Pennsilfaani-Deitsch,1082.279183
Pepesa,2526.197551
Pero,2662.0342849999997
Peskotomuhkati,1081.364898
Petats,5518.7591840000005
Peteka,1545.247347
Petobang,2802.782041
Peve,5414.974694999998
Phai,2819.94449
Phake,6747.689794999998
Phe,2730.161631
Phu,1185.1493879999998
Piapoco,3662.811428
Piapung,7864.946939000001
Piaroa,5187.317553
Pidgin,10364.29061
Pijin,61917.88408800001
Pilaga,1700.022857
Pila,5642.945307000001
Pileni,2544.64
Pima,5504.208983
Pinghua,3315.931429
Pinsi,903.78449
Pinyin,3381.76
Pira-Tapuya,1673.090612
Pitcairn-Norfolk,5057.541222999999
Piti,3786.1093880000008
Pitjantjatjara,20359.000812000013
Piya,973.557552
Pnar,1235.2522450000001
Pokai,4291.291428
Pokomo,51181.740409
Pokot,57246.145308
Polci,3817.560816
Poleo,6317.3746949999995
Poliya,3409.0057130000005
Poljski,18714.044084999994
Polopa,1619.7224490000003
Pomo,2897.7371439999997
Pompang,2422.5175509999995
Ponapean,772.754287
Pona,26362.984489000006
Ponca,1712.222041
Popoloca,9320.698776000001
Popoluca,2118.81796
Poqomam,6916.336328999999
Poqomchi,3997.0220399999994
Porja,2624.078368
Porome,2664.280813
Portugues,85807.69958599992
portugues,13281.044902000005
Potawatomi,2437.877552
Pottangi,6518.491427999999
Pougouli,5181.048163
Poula,3720.594285
Powari,5338.723268000001
Powla,843.676735
Powri,5050.984489
Prai,841.9526529999999
Prang,5914.200816
Psohoh,6575.359998
Puinabe,2658.115917
Pulaar,18050.272657000005
Pular,22541.609800000013
Puma,3147.180408
Pumi,13462.49143
Punan,14987.833475000009
Punjabi,3011.369795
Punti,3522.768983
Puoc,847.5428569999999
Pura,14584.215508
Purak,3406.132245
Purepecha,6330.253059999999
Purig,1826.4816329999999
Puroik,8727.588574
Putai,2806.8048980000003
Puyuma,1652.166531
Pyam,2617.208164
Pygmee,781.2179600000001
Qachabel,4973.479184000002
Qanjobal,2102.021224
Qaqet,6541.21796
Qatari,386.011429
Qayol,3396.989388
Qeqchi,10479.203269000001
Qiang,3889.658778
qiche,12791.928164000003
Quara,2096.3787749999997
Qua,861.204898
Quechan,2335.555919
Quechua,180535.3273689998
Quiche,5878.935509999999
Quichua,40519.54938700002
Quileute,461.635918
Quilihua,3401.743673
Quinault,610.3771429999999
Rabai,19086.419586999997
Rabha,6182.504493
Rai,70426.279184
Rajang,755.069388
Rajbanshi,27946.527351000008
Raji,1521.397551
Rajkoya,3555.657142
Rakhain,10044.813063
Rakhine,2789.5902039999996
Ralamuli,7079.209796000001
Raltatasa,1732.15347
Ralte,903.444898
Ramgali,398.262857
Ramoaaina,6298.462039999999
Rampi,7806.928977
Randuk,4792.084900999999
Ransa,2366.3020410000004
Rao,30947.474281999996
Raosiara,1314.142041
Rapamarei,713.012245
Raua,870.164898
Raute,2380.956736
Rauto,827.5330610000001
Rawang,19719.209787999996
Rawo,1694.1191829999998
Redjang,6450.155101000001
Reel,1919.92163
Rejang,2144.8620419999997
Reli,1817.991837
Rembarrnga,3875.160814
Rendille,36933.61632299999
Rennellese,1773.139592
Reshe,4309.13306
Retuara,5036.3820399999995
Reunion,2756.075102
Riang,1252.832653
Riban,1217.488979
Ribe,450.377142
Ribina,1655.771429
Ribun,2138.932245
Ri,1359.830205
Rikou,13781.446533
Rishiwa,3500.016327
Roglai,25082.044077999995
Rohingya,3349.577144
Romana,35732.035927
Romania,9806.288978
Romani,33209.73060599999
Romansh,1653.3159190000001
Rome,6316.617145
Romski,197.01551
Ron,2597.119999
Rongmei,11531.128165000002
Roro,1611.650612
Ror,2213.119999
Rote,14171.297957
Rotokas,3771.768163
Rotuman,1255.444898
Roviana,7808.626935000004
Rufiji,1681.5542860000003
Rukuba,2079.555918
Ruku,2711.405713999999
rumantsch,4985.182041
Rumaya,2647.118367
Rumu,1637.198367
Runasimi,4923.219592
Rung,5973.3420399999995
Rungus,5317.015512000001
Runyankole,29824.496325000004
Runyoro,1810.2334700000001
Ruoruo,3186.0244900000007
Ruruma,2654.902857
Rushani,2982.217141
Rusinski,3549.6228570000003
Russian,10539.023673000002
Ruto,2352.1697970000005
Rutoro,1311.190203
Rwa,1551.281632
Saafi-Saafi,3262.0669390000003
saamaka,2928.4310209999994
Saami,1141.942856
Saan,7484.682448999998
Sabanero,760.920817
Saban,807.026938
Sabaot,41912.737959
Sabaria,3498.161632
Sabar,4442.801632
Saba,863.1118369999999
Sabu,18056.254694
Sadhari,707.29143
Sadri,51987.56570900005
Saediq,2036.532245
Saek,845.531429
Saengo,8103.679999999999
saengo,1181.675101
Safaliba,4803.996734
Safeyoka,12238.654691000002
Sagalla,413.33551
Sa,8115.748573999999
Saho,12253.779593
Sahtu,2665.247347
Sahu,2009.4171460000002
Sajalong,6594.58612
Sajau,2522.723269
Sakachep,3591.366531
Sakao,2903.1967360000003
Sakapulteko,2075.3502040000003
Sakata,1633.750204
Salampasu,2392.058776
Salar,6093.975508999996
Salasaka,12970.422856
Sala,857.260408
Saliba,1963.2848980000003
Saluan,14163.957553
Samal,1680.039184
Samanai,4678.504487
Sama,14492.421226999999
Samarenyo,8345.835102000001
Samba,6983.3142849999995
Samberigi,7387.062859999999
Samburu,34508.12082
Sambyo,797.492244
Samei,3246.550204
Samia,22325.47265799999
Sami,4868.911021000001
Samoga,390.21714299999996
Samogho,8526.262856000001
Samo,28095.425318000005
Sanapana,4267.441629999999
Sanaroa,657.658776
Sandawe,2197.289796
Sanga,2138.017959
Sanggau,3876.8848980000002
Sangha-Sangha,1481.482449
Sangil,3116.3820410000003
Sangir,8262.426123999998
Sangtam,1248.182857
Sangu,795.4024489999999
Sanio-Hiowe,928.9665299999999
Sankaran,20674.977964
San,3029.5249
Sansi,22697.09060999998
Sanuma,8927.738772
Sapera,5869.609795000002
Saposa,2889.5346930000005
Sapuan,1686.9355099999998
Saraiki,44435.408982999965
Sara,2594.011429
Sardo,2734.158368
Sar,6823.862857
Sarmi,473.338775
Sarnamie,2416.6661249999997
Sarpo,10127.255509000002
Sarrih,2130.755919
Sartang,8352.052251000001
Sasak,4388.780408
Satalaliya,7032.9469359999985
Satere,9170.938777
Sauch,955.088979
Sauji,354.45551
Sauka,6540.826121
